Count;Course;Event;Cod;Gender;Date;Time;Athlete;Country;Meet;City;Nation;Type;Birthday;days;Age
1753;LCM;100m backstroke;11;Men;01/07/2009;52.38;WILDEBOER FABER, Aschwin;ESP;;Pescara;ITA;Individual;14/02/1986;8538 ;23 years, 137 days
1754;LCM;100m backstroke;11;Men;08/07/2009;51.94;PEIRSOL, Aaron;USA;USA Nationals;Indianapolis, Indiana;USA;Individual;23/07/1983;9482 ;25 years, 350 days
1755;LCM;100m backstroke;11;Men;13/08/2016;51.85;MURPHY, Ryan;USA;Olympic Games;Rio de Janeiro;BRA;Individual;02/07/1995;7713 ;21 years, 42 days
1756;LCM;100m backstroke;11;Men;20/06/2022;51.60;CECCON, Thomas;ITA;World Championships;Budapest;HUN;Individual;27/01/2001;7814 ;21 years, 144 days
1757;LCM;200m backstroke;12;Men;27/06/1909;3:04.4;SCHIELE, Oskar;GER;;Berlin;GER;Individual;14/04/3789;7378 ;20 years, 74 days
1758;LCM;200m backstroke;12;Men;03/01/1910;2:59.8;ARNOLD, George;GER;;Magdeburg, Magdeburg;GER;Individual;;;
1759;LCM;200m backstroke;12;Men;18/10/1910;2:56.4;WECHESSER, Maurice;BEL;;Schaerbeek;BEL;Individual;;;
1760;LCM;200m backstroke;12;Men;11/03/1911;2:50.6;PENTZ, Hermann;GER;;Magdeburg, Magdeburg;GER;Individual;;;
1761;LCM;200m backstroke;12;Men;03/04/1912;2:48.4;FAHR, Otto;GER;;Magdeburg, Magdeburg;GER;Individual;19/08/3792;7166 ;19 years, 228 days
1762;LCM;200m backstroke;12;Men;24/06/1926;2:47.1;LAUFER, Walter;USA;;Bremen;GER;Individual;15/07/1906;7284 ;19 years, 344 days
1763;LCM;200m backstroke;12;Men;11/07/1926;2:44.9;LAUFER, Walter;USA;;Magdeburg, Magdeburg;GER;Individual;15/07/1906;7301 ;19 years, 361 days
1764;LCM;200m backstroke;12;Men;13/07/1926;2:38.8;LAUFER, Walter;USA;;Magdeburg, Magdeburg;GER;Individual;15/07/1906;7303 ;19 years, 363 days
1765;LCM;200m backstroke;12;Men;14/10/1928;2:37.8;IRIE, Toshio;JPN;;Tamagawa;JPN;Individual;05/11/1911;6188 ;16 years, 344 days
1766;LCM;200m backstroke;12;Men;16/06/1930;2:32.2;KOJAC, George;USA;;New Haven, Connecticut;USA;Individual;02/03/1910;7411 ;20 years, 106 days
1767;LCM;200m backstroke;12;Men;30/08/1934;2:27.8;VANDE WEGHE, Albert;USA;;Honolulu, Hawaii;USA;Individual;28/07/1916;6607 ;18 years, 33 days
1768;LCM;200m backstroke;12;Men;11/04/1935;2:24.0;KIEFER, Adolph;USA;;Chicago, Illinois;USA;Individual;27/06/1918;6132 ;16 years, 288 days
1769;LCM;200m backstroke;12;Men;23/05/1941;2:23.0;KIEFER, Adolph;USA;;Honolulu, Hawaii;USA;Individual;27/06/1918;8366 ;22 years, 330 days
1770;LCM;200m backstroke;12;Men;18/05/1943;2:22.9;HOLIDAY, Harry;USA;;Detroit, Michigan;USA;Individual;;;
1771;LCM;200m backstroke;12;Men;04/03/1944;2:19.3;KIEFER, Adolph;USA;;Annapolis, Maryland;USA;Individual;27/06/1918;9382 ;25 years, 251 days
1772;LCM;200m backstroke;12;Men;04/05/1949;2:18.5;STACK, Allen;USA;;New Haven, Connecticut;USA;Individual;23/01/1928;7772 ;21 years, 101 days
1773;LCM;200m backstroke;12;Men;26/06/1953;2:18.3;BOZON, Gilbert;FRA;;Algiers;ALG;Individual;19/03/1935;6674 ;18 years, 99 days
1774;LCM;200m backstroke;12;Men;15/01/1958;2:18.8;MONCKTON, John;AUS;;Sydney, New South Wales;AUS;Individual;28/10/1938;7019 ;19 years, 79 days
1775;LCM;200m backstroke;12;Men;18/02/1958;2:18.4;MONCKTON, John;AUS;Australian Championships;Melbourne, Victoria;AUS;Individual;28/10/1938;7053 ;19 years, 113 days
1776;LCM;200m backstroke;12;Men;12/07/1959;2:17.9;MCKINNEY, Frank;USA;;Los Altos, California;USA;Individual;03/11/1938;7556 ;20 years, 251 days
1777;LCM;200m backstroke;12;Men;25/07/1959;2:17.8;MCKINNEY, Frank;USA;;Osaka;JPN;Individual;03/11/1938;7569 ;20 years, 264 days
1778;LCM;200m backstroke;12;Men;26/06/1960;2:17.6;BITTICK JR, Chuck;USA;;Los Angeles, California;USA;Individual;02/11/1939;7542 ;20 years, 237 days
1779;LCM;200m backstroke;12;Men;24/07/1960;2:16.0;STOCK, Tom;USA;;Toledo, Ohio;USA;Individual;;;
1780;LCM;200m backstroke;12;Men;02/07/1961;2:13.2;STOCK, Tom;USA;;Chicago, Illinois;USA;Individual;;;
1781;LCM;200m backstroke;12;Men;20/08/1961;2:11.5;STOCK, Tom;USA;Men's NAAA Championships;Los Angeles, California;USA;Individual;;;
1782;LCM;200m backstroke;12;Men;10/08/1962;2:10.9;STOCK, Tom;USA;AAU Championships;Cuyahoga Falls, Ohio;USA;Individual;;;
1783;LCM;200m backstroke;12;Men;13/10/1964;2:10.3;GRAEF, Jed;USA;Olympic Games;Tokyo;JPN;Individual;01/05/1942;8201 ;22 years, 165 days
1784;LCM;200m backstroke;12;Men;29/08/1967;2:09.4;HICKCOX, Charles;USA;World University Games;Tokyo;JPN;Individual;06/02/1947;7509 ;20 years, 204 days
1785;LCM;200m backstroke;12;Men;08/11/1967;2:07.9;MATTHES, Roland;GDR;;Leipzig;GDR;Individual;17/11/1950;6200 ;16 years, 356 days
1786;LCM;200m backstroke;12;Men;14/08/1968;2:07.5;MATTHES, Roland;GDR;;Leipzig;GDR;Individual;17/11/1950;6480 ;17 years, 271 days
1787;LCM;200m backstroke;12;Men;12/07/1969;2:07.4;MATTHES, Roland;GDR;Santa Clara Invitational;Santa Clara, California;USA;Individual;17/11/1950;6812 ;18 years, 237 days
1788;LCM;200m backstroke;12;Men;14/08/1969;2:06.6;HALL Sr., Gary;USA;AAU Championships;Louisville, Kentucky;USA;Individual;07/08/1951;6582 ;18 years, 7 days
1789;LCM;200m backstroke;12;Men;29/08/1969;2:06.6;MATTHES, Roland;GDR;;Berlin;FRG;Individual;17/11/1950;6860 ;18 years, 285 days
1790;LCM;200m backstroke;12;Men;20/08/1970;2:06.3;STAMM, Mike;USA;AAU Championships;Los Angeles, California;USA;Individual;06/08/1952;6588 ;18 years, 14 days
1791;LCM;200m backstroke;12;Men;11/09/1970;2:06.1;MATTHES, Roland;GDR;European Championships;Barcelona;ESP;Individual;17/11/1950;7238 ;19 years, 298 days
1792;LCM;200m backstroke;12;Men;03/09/1971;2:05.6;MATTHES, Roland;GDR;USA v GDR Dual Meet;Leipzig;GDR;Individual;17/11/1950;7595 ;20 years, 290 days
1793;LCM;200m backstroke;12;Men;10/07/1972;2:02.8;MATTHES, Roland;GDR;;Leipzig;GDR;Individual;17/11/1950;7906 ;21 years, 236 days
1794;LCM;200m backstroke;12;Men;02/09/1972;2:02.82;MATTHES, Roland;GDR;Olympic Games;M nchen, Bavaria;FRG;Individual;17/11/1950;7960 ;21 years, 290 days
1795;LCM;200m backstroke;12;Men;06/09/1973;2:01.878;MATTHES, Roland;GDR;World Championships;Beograd (Belgrade);YUG;Individual;17/11/1950;8329 ;22 years, 293 days
1796;LCM;200m backstroke;12;Men;19/06/1976;2:00.64;NABER, John;USA;USA Olympic Trials;Long Beach, California;USA;Individual;20/01/1956;7456 ;20 years, 151 days
1797;LCM;200m backstroke;12;Men;27/07/1976;1:59.19;NABER, John;USA;Olympic Games;Montr al, Qu bec;CAN;Individual;20/01/1956;7494 ;20 years, 189 days
1798;LCM;200m backstroke;12;Men;03/08/1983;1:58.93;CAREY, Rick;USA;USA Nationals;Clovis, California;USA;Individual;13/03/1963;7448 ;20 years, 143 days
1799;LCM;200m backstroke;12;Men;27/06/1984;1:58.86;CAREY, Rick;USA;USA Olympic Trials;Indianapolis, Indiana;USA;Individual;13/03/1963;7777 ;21 years, 106 days
1800;LCM;200m backstroke;12;Men;21/08/1984;1:58.41;ZABOLOTNOV, Sergey;URS;Friendship Games;Moskva (Moscow);URS;Individual;11/08/1963;7681 ;21 years, 10 days
1801;LCM;200m backstroke;12;Men;03/03/1985;1:58.14;POLIANSKI, Igor;URS;;Erfurt;GDR;Individual;20/03/1967;6558 ;17 years, 348 days
1802;LCM;200m backstroke;12;Men;13/08/1991;1:57.30;LOPEZ-ZUBERO, Martin;ESP;USA Nationals;Fort Lauderdale, Florida;USA;Individual;23/04/1969;8147 ;22 years, 112 days
1803;LCM;200m backstroke;12;Men;23/11/1991;1:56.57;LOPEZ-ZUBERO, Martin;ESP;Alabama LC Invitational;Tuscaloosa, Alabama;USA;Individual;23/04/1969;8249 ;22 years, 214 days
1804;LCM;200m backstroke;12;Men;27/08/1999;1:55.87;KRAYZELBURG, Lenny;USA;Pan Pacific Championships;Sydney, New South Wales;AUS;Individual;28/09/1975;8734 ;23 years, 333 days
1805;LCM;200m backstroke;12;Men;20/03/2002;1:55.15;PEIRSOL, Aaron;USA;USA Spring Nationals;Minneapolis, Minnesota;USA;Individual;23/07/1983;6815 ;18 years, 240 days
1806;LCM;200m backstroke;12;Men;12/07/2004;1:54.74;PEIRSOL, Aaron;USA;USA Olympic Trials;Long Beach, California;USA;Individual;23/07/1983;7660 ;20 years, 355 days
1807;LCM;200m backstroke;12;Men;29/07/2005;1:54.66;PEIRSOL, Aaron;USA;World Championships;Montr al, Qu bec;CAN;Individual;23/07/1983;8042 ;22 years, 6 days
1808;LCM;200m backstroke;12;Men;19/08/2006;1:54.44;PEIRSOL, Aaron;USA;Pan Pacific Championships;Victoria, British Columbia;CAN;Individual;23/07/1983;8428 ;23 years, 27 days
1809;LCM;200m backstroke;12;Men;30/03/2007;1:54.32;LOCHTE, Ryan;USA;World Championships;Melbourne, Victoria;AUS;Individual;03/08/1984;8274 ;22 years, 239 days
1810;LCM;200m backstroke;12;Men;04/07/2008;1:54.32;PEIRSOL, Aaron;USA;USA Olympic Trials;Omaha, Nebraska;USA;Individual;23/07/1983;9113 ;24 years, 347 days
1811;LCM;200m backstroke;12;Men;15/08/2008;1:53.94;LOCHTE, Ryan;USA;Olympic Games;Beijing;CHN;Individual;03/08/1984;8778 ;24 years, 12 days
1812;LCM;200m backstroke;12;Men;11/07/2009;1:53.08;PEIRSOL, Aaron;USA;USA Nationals;Indianapolis, Indiana;USA;Individual;23/07/1983;9485 ;25 years, 353 days
1813;LCM;200m backstroke;12;Men;31/07/2009;1:51.92;PEIRSOL, Aaron;USA;World Championships;Roma, Lazio;ITA;Individual;23/07/1983;9505 ;26 years, 8 days
1814;LCM;50m breaststroke;13;Men;29/03/2001;27.49;ROBINSON, Anthony;USA;USA Nationals & World Championship Trials;Austin, Texas;USA;Individual;;;
1815;LCM;50m breaststroke;13;Men;31/03/2001;27.39;MOSES, Ed;USA;USA Nationals & World Championship Trials;Austin, Texas;USA;Individual;07/06/1980;7602 ;20 years, 297 days
1816;LCM;50m breaststroke;13;Men;02/08/2002;27.18;LISOGOR, Oleg;UKR;European Championships;Berlin;GER;Individual;17/01/1979;8598 ;23 years, 197 days
1817;LCM;50m breaststroke;13;Men;18/04/2009;27.06;VAN DER BURGH, Cameron;RSA;South African Championships;Durban;RSA;Individual;25/05/1988;7633 ;20 years, 328 days
1818;LCM;50m breaststroke;13;Men;08/05/2009;26.89;FRANCA SILVA, Felipe;BRA;Brazil Championships;Rio de Janeiro;BRA;Individual;14/05/1987;8030 ;21 years, 359 days
1819;LCM;50m breaststroke;13;Men;28/07/2009;26.74;VAN DER BURGH, Cameron;RSA;World Championships;Roma, Lazio;ITA;Individual;25/05/1988;7734 ;21 years, 64 days
1820;LCM;50m breaststroke;13;Men;29/07/2009;26.67;VAN DER BURGH, Cameron;RSA;World Championships;Roma, Lazio;ITA;Individual;25/05/1988;7735 ;21 years, 65 days
1821;LCM;50m breaststroke;13;Men;18/08/2014;26.62;PEATY, Adam;GBR;European Championships;Berlin;GER;Individual;28/12/1994;7173 ;19 years, 233 days
1822;LCM;50m breaststroke;13;Men;04/08/2015;26.62;VAN DER BURGH, Cameron;RSA;World Championships;Kazan;RUS;Individual;25/05/1988;9932 ;27 years, 71 days
1823;LCM;50m breaststroke;13;Men;04/08/2015;26.42;PEATY, Adam;GBR;World Championships;Kazan;RUS;Individual;28/12/1994;7524 ;20 years, 219 days
1824;LCM;50m breaststroke;13;Men;25/07/2017;26.10;PEATY, Adam;GBR;World Championships;Budapest;HUN;Individual;28/12/1994;8245 ;22 years, 209 days
1825;LCM;50m breaststroke;13;Men;25/07/2017;25.95;PEATY, Adam;GBR;World Championships;Budapest;HUN;Individual;28/12/1994;8245 ;22 years, 209 days
1826;LCM;100m breaststroke;14;Men;15/04/1939;1:07.3;HOUGH, Richard;USA;;New Haven, Connecticut;USA;Individual;;;
1827;LCM;100m breaststroke;14;Men;17/04/1950;1:06.8;MESHKOV, Leonid;URS;;Moskva (Moscow);URS;Individual;14/01/1916;12512 ;34 years, 93 days
1828;LCM;100m breaststroke;14;Men;11/02/1953;1:11.9;MINASHKIN, Vladimir;URS;;Leningrad;URS;Individual;16/11/1928;8853 ;24 years, 87 days
1829;LCM;100m breaststroke;14;Men;23/02/1953;1:11.2;MINASHKIN, Vladimir;URS;;Leningrad;URS;Individual;16/11/1928;8865 ;24 years, 99 days
1830;LCM;100m breaststroke;14;Men;18/10/1953;1:10.9;PETRUSEWICZ, Marek;POL;;Warsaw;POL;Individual;22/02/1934;7178 ;19 years, 238 days
1831;LCM;100m breaststroke;14;Men;25/02/1954;1:10.5;MINASHKIN, Vladimir;URS;;Stockholm;SWE;Individual;16/11/1928;9232 ;25 years, 101 days
1832;LCM;100m breaststroke;14;Men;23/05/1954;1:09.8;PETRUSEWICZ, Marek;POL;;Wroclaw;POL;Individual;22/02/1934;7395 ;20 years, 90 days
1833;LCM;100m breaststroke;14;Men;01/10/1955;1:08.2;FURUKAWA, Masaru;JPN;;Tokyo;JPN;Individual;06/01/1936;7208 ;19 years, 268 days
1834;LCM;100m breaststroke;14;Men;01/05/1957;1:12.7;SVOZIL, Vitezslav;TCH;;Piestany;TCH;Individual;09/04/1933;8788 ;24 years, 22 days
1835;LCM;100m breaststroke;14;Men;01/05/1957;1:11.6;YUNG, Chi Lieh;CHN;;Canton;CHN;Individual;;;
1836;LCM;100m breaststroke;14;Men;15/09/1957;1:11.5;MINASHKIN, Vladimir;URS;;Leipzig;GDR;Individual;16/11/1928;10530 ;28 years, 303 days
1837;LCM;100m breaststroke;14;Men;02/05/1961;1:11.4;KOLESNIKOV, Leonid;URS;;Moskva (Moscow);URS;Individual;27/04/1937;8771 ;24 years, 5 days
1838;LCM;100m breaststroke;14;Men;02/07/1961;1:11.1;JASTREMSKI, Chet;USA;;Chicago, Illinois;USA;Individual;12/01/1941;7476 ;20 years, 171 days
1839;LCM;100m breaststroke;14;Men;05/07/1961;1:10.8;TITTES, Gunter;GDR;;Berlin;GDR;Individual;23/10/1936;9021 ;24 years, 255 days
1840;LCM;100m breaststroke;14;Men;28/07/1961;1:10.7;JASTREMSKI, Chet;USA;;Tokyo;JPN;Individual;12/01/1941;7502 ;20 years, 197 days
1841;LCM;100m breaststroke;14;Men;30/07/1961;1:10.0;JASTREMSKI, Chet;USA;;Tokyo;JPN;Individual;12/01/1941;7504 ;20 years, 199 days
1842;LCM;100m breaststroke;14;Men;03/08/1961;1:09.5;JASTREMSKI, Chet;USA;;Osaka;JPN;Individual;12/01/1941;7508 ;20 years, 203 days
1843;LCM;100m breaststroke;14;Men;20/08/1961;1:07.8;JASTREMSKI, Chet;USA;Men's NAAA Championships;Los Angeles, California;USA;Individual;12/01/1941;7525 ;20 years, 220 days
1844;LCM;100m breaststroke;14;Men;20/08/1961;1:07.5;JASTREMSKI, Chet;USA;Men's NAAA Championships;Los Angeles, California;USA;Individual;12/01/1941;7525 ;20 years, 220 days
1845;LCM;100m breaststroke;14;Men;26/03/1964;1:07.4;PROKOPENKO, Georgy;URS;;Baku;URS;Individual;21/02/1937;9895 ;27 years, 34 days
1846;LCM;100m breaststroke;14;Men;03/09/1964;1:06.9;PROKOPENKO, Georgy;URS;;Moskva (Moscow);URS;Individual;21/02/1937;10056 ;27 years, 195 days
1847;LCM;100m breaststroke;14;Men;08/11/1967;1:06.7;KOSINSKY, Vladimir;URS;;Leningrad;URS;Individual;26/02/1945;8290 ;22 years, 255 days
1848;LCM;100m breaststroke;14;Men;19/02/1968;1:06.4;FIOLO, Jose Sylvio;BRA;;Rio de Janeiro;BRA;Individual;02/03/1950;6563 ;17 years, 354 days
1849;LCM;100m breaststroke;14;Men;18/04/1968;1:06.2;PANKIN, Nikolay;URS;;Moskva (Moscow);URS;Individual;02/01/1949;7046 ;19 years, 107 days
1850;LCM;100m breaststroke;14;Men;20/04/1969;1:05.8;PANKIN, Nikolay;URS;;Magdeburg, Magdeburg;GDR;Individual;02/01/1949;7413 ;20 years, 108 days
1851;LCM;100m breaststroke;14;Men;29/08/1972;1:05.68;HENCKEN, John;USA;Olympic Games;M nchen, Bavaria;FRG;Individual;29/05/1954;6667 ;18 years, 92 days
1852;LCM;100m breaststroke;14;Men;29/08/1972;1:05.13;TAGUCHI, Nobutaka;JPN;Olympic Games;M nchen, Bavaria;FRG;Individual;18/06/1951;7743 ;21 years, 72 days
1853;LCM;100m breaststroke;14;Men;30/08/1972;1:04.94;TAGUCHI, Nobutaka;JPN;Olympic Games;M nchen, Bavaria;FRG;Individual;18/06/1951;7744 ;21 years, 73 days
1854;LCM;100m breaststroke;14;Men;04/09/1973;1:04.355;HENCKEN, John;USA;World Championships;Beograd (Belgrade);YUG;Individual;29/05/1954;7038 ;19 years, 98 days
1855;LCM;100m breaststroke;14;Men;04/09/1973;1:04.023;HENCKEN, John;USA;World Championships;Beograd (Belgrade);YUG;Individual;29/05/1954;7038 ;19 years, 98 days
1856;LCM;100m breaststroke;14;Men;31/08/1974;1:03.88;HENCKEN, John;USA;USA v GDR Dual Meet;Concord, California;USA;Individual;29/05/1954;7399 ;20 years, 94 days
1857;LCM;100m breaststroke;14;Men;19/07/1976;1:03.88;HENCKEN, John;USA;Olympic Games;Montr al, Qu bec;CAN;Individual;29/05/1954;8087 ;22 years, 51 days
1858;LCM;100m breaststroke;14;Men;19/07/1976;1:03.62;HENCKEN, John;USA;Olympic Games;Montr al, Qu bec;CAN;Individual;29/05/1954;8087 ;22 years, 51 days
1859;LCM;100m breaststroke;14;Men;20/07/1976;1:03.11;HENCKEN, John;USA;Olympic Games;Montr al, Qu bec;CAN;Individual;29/05/1954;8088 ;22 years, 52 days
1860;LCM;100m breaststroke;14;Men;18/08/1977;1:02.86;MORKEN, Gerald;FRG;European Championships;J nk ping;SWE;Individual;12/11/1959;6489 ;17 years, 279 days
1861;LCM;100m breaststroke;14;Men;19/07/1982;1:02.62;LUNDQUIST, Steve;USA;USA World Championship Trials;Mission Viejo, California;USA;Individual;20/02/1961;7819 ;21 years, 149 days
1862;LCM;100m breaststroke;14;Men;21/08/1982;1:02.53;LUNDQUIST, Steve;USA;;Indianapolis, Indiana;USA;Individual;20/02/1961;7852 ;21 years, 182 days
1863;LCM;100m breaststroke;14;Men;06/08/1983;1:02.34;LUNDQUIST, Steve;USA;USA Nationals;Clovis, California;USA;Individual;20/02/1961;8202 ;22 years, 167 days
1864;LCM;100m breaststroke;14;Men;17/08/1983;1:02.28;LUNDQUIST, Steve;USA;Pan American Games;Caracas;VEN;Individual;20/02/1961;8213 ;22 years, 178 days
1865;LCM;100m breaststroke;14;Men;25/06/1984;1:02.13;MOFFET, John;USA;USA Olympic Trials;Indianapolis, Indiana;USA;Individual;27/07/1964;7273 ;19 years, 334 days
1866;LCM;100m breaststroke;14;Men;29/07/1984;1:01.65;LUNDQUIST, Steve;USA;Olympic Games;Los Angeles, California;USA;Individual;20/02/1961;8560 ;23 years, 160 days
1867;LCM;100m breaststroke;14;Men;15/08/1989;1:01.49;MOORHOUSE, Adrian;GBR;European Championships;Bonn;FRG;Individual;24/05/1964;9214 ;25 years, 83 days
1868;LCM;100m breaststroke;14;Men;25/01/1990;1:01.49;MOORHOUSE, Adrian;GBR;;Auckland;NZL;Individual;24/05/1964;9377 ;25 years, 246 days
1869;LCM;100m breaststroke;14;Men;26/07/1990;1:01.49;MOORHOUSE, Adrian;GBR;;London, Greater London, England;GBR;Individual;24/05/1964;9559 ;26 years, 63 days
1870;LCM;100m breaststroke;14;Men;07/01/1991;1:01.49;ROZSA, Norbert;HUN;World Championships;Perth, Western Australia;AUS;Individual;09/02/1972;6907 ;18 years, 332 days
1871;LCM;100m breaststroke;14;Men;07/01/1991;1:01.45;ROZSA, Norbert;HUN;World Championships;Perth, Western Australia;AUS;Individual;09/02/1972;6907 ;18 years, 332 days
1872;LCM;100m breaststroke;14;Men;11/06/1991;1:01.45;IVANOV, Vasily;URS;;Moskva (Moscow);URS;Individual;08/11/1972;6789 ;18 years, 215 days
1873;LCM;100m breaststroke;14;Men;20/08/1991;1:01.29;ROZSA, Norbert;HUN;European Championships;Athina;GRE;Individual;09/02/1972;7132 ;19 years, 192 days
1874;LCM;100m breaststroke;14;Men;03/08/1993;1:00.95;GUTTLER, Karoly;HUN;;Sheffield, South Yorkshire, England;GBR;Individual;15/06/1968;9180 ;25 years, 49 days
1875;LCM;100m breaststroke;14;Men;20/07/1996;1:00.60;DEBURGHGRAEVE, Fred;BEL;Olympic Games;Atlanta, Georgia;USA;Individual;01/06/1973;8450 ;23 years, 49 days
1876;LCM;100m breaststroke;14;Men;15/06/2000;1:00.36;SLUDNOV, Roman;RUS;;Moskva (Moscow);RUS;Individual;24/02/1980;7417 ;20 years, 112 days
1877;LCM;100m breaststroke;14;Men;28/03/2001;1:00.29;MOSES, Ed;USA;USA Nationals & World Championship Trials;Austin, Texas;USA;Individual;07/06/1980;7599 ;20 years, 294 days
1878;LCM;100m breaststroke;14;Men;28/06/2001;1:00.26;SLUDNOV, Roman;RUS;;Moskva (Moscow);RUS;Individual;24/02/1980;7795 ;21 years, 124 days
1879;LCM;100m breaststroke;14;Men;29/06/2001;59.97;SLUDNOV, Roman;RUS;;Moskva (Moscow);RUS;Individual;24/02/1980;7796 ;21 years, 125 days
1880;LCM;100m breaststroke;14;Men;23/07/2001;59.94;SLUDNOV, Roman;RUS;World Championships;Fukuoka, Fukuoka;JPN;Individual;24/02/1980;7820 ;21 years, 149 days
1881;LCM;100m breaststroke;14;Men;21/07/2003;59.78;KITAJIMA, Kosuke;JPN;World Championships;Barcelona;ESP;Individual;22/09/1982;7607 ;20 years, 302 days
1882;LCM;100m breaststroke;14;Men;08/07/2004;59.30;HANSEN, Brendan;USA;USA Olympic Trials;Long Beach, California;USA;Individual;15/08/1981;8363 ;22 years, 328 days
1883;LCM;100m breaststroke;14;Men;01/08/2006;59.13;HANSEN, Brendan;USA;USA Nationals;Irvine, California;USA;Individual;15/08/1981;9117 ;24 years, 351 days
1884;LCM;100m breaststroke;14;Men;11/08/2008;58.91;KITAJIMA, Kosuke;JPN;Olympic Games;Beijing;CHN;Individual;22/09/1982;9455 ;25 years, 324 days
1885;LCM;100m breaststroke;14;Men;27/07/2009;58.58;RICKARD, Brenton;AUS;World Championships;Roma, Lazio;ITA;Individual;19/10/1983;9413 ;25 years, 281 days
1886;LCM;100m breaststroke;14;Men;29/07/2012;58.46;VAN DER BURGH, Cameron;RSA;Olympic Games;London, Greater London, England;GBR;Individual;25/05/1988;8831 ;24 years, 65 days
1887;LCM;100m breaststroke;14;Men;17/04/2015;57.92;PEATY, Adam;GBR;;London, Greater London, England;GBR;Individual;28/12/1994;7415 ;20 years, 110 days
1888;LCM;100m breaststroke;14;Men;06/08/2016;57.55;PEATY, Adam;GBR;Olympic Games;Rio de Janeiro;BRA;Individual;28/12/1994;7892 ;21 years, 222 days
1889;LCM;100m breaststroke;14;Men;07/08/2016;57.13;PEATY, Adam;GBR;Olympic Games;Rio de Janeiro;BRA;Individual;28/12/1994;7893 ;21 years, 223 days
1890;LCM;100m breaststroke;14;Men;04/08/2018;57.10;PEATY, Adam;GBR;European Championships;Glasgow, Scotland;GBR;Individual;28/12/1994;8620 ;23 years, 219 days
1891;LCM;100m breaststroke;14;Men;21/07/2019;56.88;PEATY, Adam;GBR;World Championships;Gwangju;KOR;Individual;28/12/1994;8971 ;24 years, 205 days
1892;LCM;200m breaststroke;15;Men;18/07/1908;3:09.2;HOLMAN, Fred;GBR;Olympic Games;London, Greater London, England;GBR;Individual;09/02/3783;9290 ;25 years, 160 days
1893;LCM;200m breaststroke;15;Men;18/04/1909;3:08.3;ANDERSSON, Robert;SWE;;Stockholm;SWE;Individual;18/10/3786;8217 ;22 years, 182 days
1894;LCM;200m breaststroke;15;Men;02/10/1910;3:00.8;COURBET, Felicien;BEL;;Schaerbeek;BEL;Individual;25/02/3788;8254 ;22 years, 219 days
1895;LCM;200m breaststroke;15;Men;28/07/1914;2:56.6;COURTMAN, Percy;GBR;;Garston;GBR;Individual;14/05/3788;9570 ;26 years, 75 days
1896;LCM;200m breaststroke;15;Men;12/11/1922;2:54.4;RADEMACHER, Erich;GER;;Amsterdam;NED;Individual;09/06/1901;7826 ;21 years, 156 days
1897;LCM;200m breaststroke;15;Men;21/03/1924;2:52.6;SKELTON, Bob;USA;;Milwaukee, Wisconsin;USA;Individual;25/06/1903;7575 ;20 years, 270 days
1898;LCM;200m breaststroke;15;Men;07/04/1924;2:50.4;RADEMACHER, Erich;GER;;Magdeburg, Magdeburg;GER;Individual;09/06/1901;8338 ;22 years, 303 days
1899;LCM;200m breaststroke;15;Men;11/03/1927;2:48.0;RADEMACHER, Erich;GER;;Bruxelles (Brussels);BEL;Individual;09/06/1901;9406 ;25 years, 275 days
