count;Meet;Course;Year;Gender;Event;Rank;Athlete;Country;Time;time1;Margin
157928;European Championships;LCM;1947;Women;100m backstroke;1;HARUP, Karen Margrethe;DEN;1:15.90;75.9;0.6
157934;European Championships;LCM;1947;Women;200m breaststroke;1;VAN VLIET, Nel;NED;2:56.60;176.6;1.3
157956;European Championships;LCM;1947;Men;100m freestyle;1;JANY, Alex;FRA;56.90;56.9;1.9
157963;European Championships;LCM;1947;Men;400m freestyle;1;JANY, Alex;FRA;4:35.20;275.2;15.2
157971;European Championships;LCM;1947;Men;1500m freestyle;1;MITRO, Gyorgy;HUN;19:28.00;1168;37.5
157979;European Championships;LCM;1947;Men;100m backstroke;1;VALLEREY JR., Georges;FRA;1:07.60;67.6;2.9
157986;European Championships;LCM;1947;Men;200m breaststroke;1;ROMAIN, Roy;GBR;2:40.10;160.1;1.5
158007;European Championships;LCM;1950;Women;100m freestyle;1;SCHUHMACHER, Irma;NED;1:06.40;66.4;0.7
158012;European Championships;LCM;1950;Women;400m freestyle;1;ANDERSEN, Greta;DEN;5:30.90;330.9;1.0
158019;European Championships;LCM;1950;Women;100m backstroke;1;VAN DER HORST, Hendrika Anna-Maria;NED;1:17.10;77.1;0.7
158027;European Championships;LCM;1950;Women;200m breaststroke;1;VERGAUWEN, Raymonda Elisa;BEL;3:00.10;180.1;1.7
158047;European Championships;LCM;1950;Men;100m freestyle;1;JANY, Alex;FRA;57.70;57.7;1.7
158054;European Championships;LCM;1950;Men;400m freestyle;1;JANY, Alex;FRA;4:48.00;288;2.1
158061;European Championships;LCM;1950;Men;1500m freestyle;1;LEHMANN, Heinz Gunther;FRG;19:48.20;1188.2;0.3
158066;European Championships;LCM;1950;Men;100m backstroke;1;LARSSON, Goran;SWE;1:09.40;69.4;0.3
158073;European Championships;LCM;1950;Men;200m breaststroke;1;KLEIN, Herbert;FRG;2:38.60;158.6;2.3
158095;European Championships;LCM;1954;Women;100m freestyle;1;SZOKE, Katalin;HUN;1:05.80;65.8;0.9
158103;European Championships;LCM;1954;Women;400m freestyle;1;SEBO, Agota;HUN;5:14.40;314.4;1.9
158111;European Championships;LCM;1954;Women;100m butterfly;1;LANGENAU, Jutta;GDR;1:16.60;76.6;2.0
158117;European Championships;LCM;1954;Women;100m backstroke;1;WIELEMA, Geertje;NED;1:13.20;73.2;0.4
158125;European Championships;LCM;1954;Women;200m breaststroke;1;HAPPE, Ursula;FRG;2:54.90;174.9;0.1
158150;European Championships;LCM;1954;Men;100m freestyle;1;NYEKI, Imre;HUN;57.80;57.8;0.4
158157;European Championships;LCM;1954;Men;400m freestyle;1;CSORDAS, Gyorgy;HUN;4:38.80;278.8;1.6
158164;European Championships;LCM;1954;Men;1500m freestyle;1;CSORDAS, Gyorgy;HUN;18:57.80;1137.8;7.8
158171;European Championships;LCM;1954;Men;200m butterfly;1;TUMPEK, Gyorgy;HUN;2:32.20;152.2;2.9
158179;European Championships;LCM;1954;Men;100m backstroke;1;BOZON, Gilbert;FRA;1:05.10;65.1;0.2
158187;European Championships;LCM;1954;Men;200m breaststroke;1;BODINGER, Klaus;GDR;2:40.90;160.9;1.6
158210;European Championships;LCM;1958;Women;100m freestyle;1;JOBSON, Kate;SWE;1:04.70;64.7;0.3
158218;European Championships;LCM;1958;Women;400m freestyle;1;SCHIMMEL, Corrie;NED;5:02.60;302.6;0.0
158226;European Championships;LCM;1958;Women;100m butterfly;1;LAGERBERG, Tineke;NED;1:11.90;71.9;0.2
158234;European Championships;LCM;1958;Women;100m backstroke;1;GRINHAM, Judith;GBR;1:12.60;72.6;0.3
158241;European Championships;LCM;1958;Women;200m breaststroke;1;DEN HAAN, Ada;NED;2:52.00;172;1.5
158282;European Championships;LCM;1958;Men;100m freestyle;1;PUCCI, Paolo;ITA;56.30;56.3;0.6
158290;European Championships;LCM;1958;Men;400m freestyle;1;BLACK, Ian;GBR;4:31.30;271.3;4.9
158297;European Championships;LCM;1958;Men;1500m freestyle;1;BLACK, Ian;GBR;18:05.80;1085.8;7.2
158305;European Championships;LCM;1958;Men;200m butterfly;1;BLACK, Ian;GBR;2:21.90;141.9;0.7
158313;European Championships;LCM;1958;Men;100m backstroke;1;CHRISTOPHE, Robert;FRA;1:03.10;63.1;0.8
158321;European Championships;LCM;1958;Men;200m breaststroke;1;KOLESNIKOV, Leonid;URS;2:41.10;161.1;0.2
158361;European Championships;LCM;1962;Women;100m freestyle;1;PECHSTEIN, Heidi;GDR;1:03.30;63.3;0.0
158369;European Championships;LCM;1962;Women;400m freestyle;1;LASTERIE, Adrie;NED;4:52.40;292.4;4.9
158377;European Championships;LCM;1962;Women;100m butterfly;1;KOK, Ada;NED;1:09.00;69;1.0
158385;European Championships;LCM;1962;Women;100m backstroke;1;VAN VELSEN, Ria;NED;1:10.50;70.5;0.2
158393;European Championships;LCM;1962;Women;200m breaststroke;1;LONSBROUGH, Anita;GBR;2:50.20;170.2;1.0
158401;European Championships;LCM;1962;Women;400m individual medley;1;LASTERIE, Adrie;NED;5:27.80;327.8;4.5
158443;European Championships;LCM;1962;Men;100m freestyle;1;GOTTVALLES, Alain;FRA;55.00;55;0.5
158451;European Championships;LCM;1962;Men;400m freestyle;1;BONTEKOE, Johan;NED;4:25.60;265.6;0.2
158459;European Championships;LCM;1962;Men;1500m freestyle;1;KATONA, Jozsef;HUN;17:49.50;1069.5;6.1
158466;European Championships;LCM;1962;Men;200m butterfly;1;KUZMIN, Valentin;URS;2:14.20;134.2;1.4
158474;European Championships;LCM;1962;Men;200m backstroke;1;BARBIER, Leonid;URS;2:16.60;136.6;1.3
158482;European Championships;LCM;1962;Men;200m breaststroke;1;PROKOPENKO, Georgy;URS;2:32.80;152.8;0.4
158490;European Championships;LCM;1962;Men;400m individual medley;1;ANDROSOV, Gennady;URS;5:01.30;301.3;4.2
158549;European Championships;LCM;1966;Women;100m freestyle;1;GRUNERT, Martina;GDR;1:01.20;61.2;0.9
158557;European Championships;LCM;1966;Women;400m freestyle;1;MANDONNAUD, Claude;FRA;4:48.20;288.2;0.5
158565;European Championships;LCM;1966;Women;100m butterfly;1;KOK, Ada;NED;1:05.60;65.6;0.7
158573;European Championships;LCM;1966;Women;100m backstroke;1;CARON, Christine Kiki;FRA;1:08.10;68.1;0.8
158581;European Championships;LCM;1966;Women;200m breaststroke;1;PROZUMENSHCHIKOVA, Galina;URS;2:40.80;160.8;1.1
158589;European Championships;LCM;1966;Women;400m individual medley;1;HEUKELS, Betty;NED;5:25.00;325;1.0
158631;European Championships;LCM;1966;Men;100m freestyle;1;MCGREGOR, Robert;GBR;53.70;53.7;0.6
158639;European Championships;LCM;1966;Men;400m freestyle;1;WIEGAND, Frank;GDR;4:11.10;251.1;2.1
158647;European Championships;LCM;1966;Men;1500m freestyle;1;BELITS-GEIMAN, Semyon;URS;16:58.50;1018.5;14.7
158655;European Championships;LCM;1966;Men;200m butterfly;1;KUZMIN, Valentin;URS;2:10.20;130.2;0.4
158663;European Championships;LCM;1966;Men;200m backstroke;1;GROMAK, Yuriy;URS;2:12.90;132.9;2.8
158671;European Championships;LCM;1966;Men;200m breaststroke;1;PROKOPENKO, Georgy;URS;2:30.00;150;0.3
158679;European Championships;LCM;1966;Men;400m individual medley;1;WIEGAND, Frank;GDR;4:47.90;287.9;0.8
158735;European Championships;LCM;1970;Women;100m freestyle;1;WETZKO, Gabriele;GDR;59.60;59.6;1.2
158743;European Championships;LCM;1970;Women;200m freestyle;1;WETZKO, Gabriele;GDR;2:08.20;128.2;2.8
158750;European Championships;LCM;1970;Women;400m freestyle;1;SEHMISCH, Elke;GDR;4:32.90;272.9;3.9
158758;European Championships;LCM;1970;Women;800m freestyle;1;NEUGEBAUER, Karin;GDR;9:29.10;569.1;6.6
158766;European Championships;LCM;1970;Women;100m butterfly;1;GYARMATI, Andrea;HUN;1:05.00;65;0.4
158774;European Championships;LCM;1970;Women;200m butterfly;1;LINDNER, Helga;GDR;2:20.20;140.2;4.3
158782;European Championships;LCM;1970;Women;100m backstroke;1;LEKVEISHVILI, Tina;URS;1:07.80;67.8;0.1
158790;European Championships;LCM;1970;Women;200m backstroke;1;GYARMATI, Andrea;HUN;2:25.50;145.5;1.1
158798;European Championships;LCM;1970;Women;100m breaststroke;1;PROZUMENSHCHIKOVA, Galina;URS;1:15.60;75.6;1.3
158806;European Championships;LCM;1970;Women;200m breaststroke;1;PROZUMENSHCHIKOVA, Galina;URS;2:40.70;160.7;2.8
158814;European Championships;LCM;1970;Women;200m individual medley;1;GRUNERT, Martina;GDR;2:27.60;147.6;1.7
158822;European Championships;LCM;1970;Women;400m individual medley;1;STOLZE, Evelyn;GDR;5:07.90;307.9;10.4
158864;European Championships;LCM;1970;Men;100m freestyle;1;ROUSSEAU, Michel;FRA;52.90;52.9;0.6
158872;European Championships;LCM;1970;Men;200m freestyle;1;FASSNACHT, Hans-Joachim;FRG;1:55.20;115.2;0.5
158880;European Championships;LCM;1970;Men;400m freestyle;1;LARSSON, Karl;SWE;4:02.60;242.6;0.4
158888;European Championships;LCM;1970;Men;1500m freestyle;1;FASSNACHT, Hans-Joachim;FRG;16:19.90;979.9;5.7
158896;European Championships;LCM;1970;Men;100m butterfly;1;LAMPE, Hans;FRG;57.50;57.5;0.4
158904;European Championships;LCM;1970;Men;200m butterfly;1;POSER, Udo;GDR;2:08.00;128;0.2
158912;European Championships;LCM;1970;Men;100m backstroke;1;MATTHES, Roland;GDR;58.90;58.9;1.0
158920;European Championships;LCM;1970;Men;200m backstroke;1;MATTHES, Roland;GDR;2:08.80;128.8;0.9
158928;European Championships;LCM;1970;Men;100m breaststroke;1;PANKIN, Nikolay;URS;1:06.80;66.8;1.0
158936;European Championships;LCM;1970;Men;200m breaststroke;1;KATZUR, Klaus;GDR;2:26.00;146;0.1
158944;European Championships;LCM;1970;Men;200m individual medley;1;LARSSON, Karl;SWE;2:09.30;129.3;4.3
158952;European Championships;LCM;1970;Men;400m individual medley;1;LARSSON, Karl;SWE;4:36.20;276.2;0.7
159011;European Championships;LCM;1974;Women;100m freestyle;1;ENDER, Kornelia;GDR;56.96;56.96;0.86
159019;European Championships;LCM;1974;Women;200m freestyle;1;ENDER, Kornelia;GDR;2:03.22;123.22;0.51
159027;European Championships;LCM;1974;Women;400m freestyle;1;FRANKE, Angela;GDR;4:17.83;257.83;1.89
159035;European Championships;LCM;1974;Women;800m freestyle;1;DORR, Cornelia;GDR;8:52.45;532.45;5.48
159043;European Championships;LCM;1974;Women;100m butterfly;1;KOTHER-GABRIEL, Rosemarie;GDR;1:01.99;61.99;1.64
159051;European Championships;LCM;1974;Women;200m butterfly;1;KOTHER-GABRIEL, Rosemarie;GDR;2:14.45;134.45;4.00
159059;European Championships;LCM;1974;Women;100m backstroke;1;RICHTER, Ulrike;GDR;1:03.03;63.03;2.04
159067;European Championships;LCM;1974;Women;200m backstroke;1;RICHTER, Ulrike;GDR;2:17.35;137.35;1.37
159075;European Championships;LCM;1974;Women;100m breaststroke;1;JUSTEN, Christel;FRG;1:12.55;72.55;1.14
159083;European Championships;LCM;1974;Women;200m breaststroke;1;LINKE, Karla;GDR;2:34.99;154.99;3.89
159091;European Championships;LCM;1974;Women;200m individual medley;1;TAUBER, Ulrike;GDR;2:18.97;138.97;5.00
159099;European Championships;LCM;1974;Women;400m individual medley;1;TAUBER, Ulrike;GDR;4:52.42;292.42;6.36
159141;European Championships;LCM;1974;Men;100m freestyle;1;NOCKE, Peter;FRG;52.18;52.18;0.01
159149;European Championships;LCM;1974;Men;200m freestyle;1;NOCKE, Peter;FRG;1:53.10;113.1;0.62
159157;European Championships;LCM;1974;Men;400m freestyle;1;SAMSONOV, Aleksandr;URS;4:02.11;242.11;1.68
159165;European Championships;LCM;1974;Men;1500m freestyle;1;PFUTZE, Frank;GDR;15:54.57;954.57;0.21
159173;European Championships;LCM;1974;Men;100m butterfly;1;PYTTEL, Roger;GDR;55.90;55.9;0.78
159181;European Championships;LCM;1974;Men;200m butterfly;1;HARGITAY, Andras;HUN;2:03.08;123.08;1.05
159189;European Championships;LCM;1974;Men;100m backstroke;1;MATTHES, Roland;GDR;58.21;58.21;0.45
159197;European Championships;LCM;1974;Men;200m backstroke;1;MATTHES, Roland;GDR;2:04.64;124.64;0.32
159205;European Championships;LCM;1974;Men;100m breaststroke;1;PANKIN, Nikolay;URS;1:05.63;65.63;0.41
159213;European Championships;LCM;1974;Men;200m breaststroke;1;WILKIE, David;GBR;2:20.42;140.42;2.42
159221;European Championships;LCM;1974;Men;200m individual medley;1;WILKIE, David;GBR;2:06.32;126.32;1.29
159229;European Championships;LCM;1974;Men;400m individual medley;1;HARGITAY, Andras;HUN;4:28.89;268.89;1.43
159287;European Championships;LCM;1977;Women;100m freestyle;1;KRAUSE, Barbara;GDR;56.55;56.55;0.54
159295;European Championships;LCM;1977;Women;200m freestyle;1;THUMER, Petra;GDR;2:00.29;120.29;1.11
159303;European Championships;LCM;1977;Women;400m freestyle;1;THUMER, Petra;GDR;4:08.91;248.91;0.49
159311;European Championships;LCM;1977;Women;800m freestyle;1;THUMER, Petra;GDR;8:38.32;518.32;1.01
159319;European Championships;LCM;1977;Women;100m butterfly;1;POLLACK, Andrea;GDR;1:00.61;60.61;0.10
159327;European Championships;LCM;1977;Women;200m butterfly;1;FIEBIG, Anett;GDR;2:12.77;132.77;2.37
159335;European Championships;LCM;1977;Women;100m backstroke;1;TREIBER, Birgit;GDR;1:02.63;62.63;1.24
159343;European Championships;LCM;1977;Women;200m backstroke;1;TREIBER, Birgit;GDR;2:13.10;133.1;3.57
159351;European Championships;LCM;1977;Women;100m breaststroke;1;BOGDANOVA, Yulia;URS;1:11.89;71.89;1.23
159359;European Championships;LCM;1977;Women;200m breaststroke;1;BOGDANOVA, Yulia;URS;2:35.04;155.04;0.30
159367;European Championships;LCM;1977;Women;200m individual medley;1;TAUBER, Ulrike;GDR;2:15.95;135.95;1.84
159375;European Championships;LCM;1977;Women;400m individual medley;1;TAUBER, Ulrike;GDR;4:45.22;285.22;5.48
159417;European Championships;LCM;1977;Men;100m freestyle;1;NOCKE, Peter;FRG;51.55;51.55;0.47
159425;European Championships;LCM;1977;Men;200m freestyle;1;NOCKE, Peter;FRG;1:51.72;111.72;0.05
159433;European Championships;LCM;1977;Men;400m freestyle;1;RUSIN, Sergey;URS;3:54.83;234.83;0.64
159441;European Championships;LCM;1977;Men;1500m freestyle;1;SALNIKOV, Vladimir;URS;15:16.45;916.45;13.60
159449;European Championships;LCM;1977;Men;100m butterfly;1;PYTTEL, Roger;GDR;55.49;55.49;0.09
159457;European Championships;LCM;1977;Men;200m butterfly;1;KRAUS, Michael;FRG;2:00.40;120.4;0.15
159465;European Championships;LCM;1977;Men;100m backstroke;1;ROLKO, Miloslav;TCH;58.35;58.35;0.13
159473;European Championships;LCM;1977;Men;200m backstroke;1;VERRASZTO, Zoltan;HUN;2:03.88;123.88;1.19
159481;European Championships;LCM;1977;Men;100m breaststroke;1;MORKEN, Gerald;FRG;1:02.86;62.86;0.95
159489;European Championships;LCM;1977;Men;200m breaststroke;1;MORKEN, Gerald;FRG;2:16.78;136.78;1.46
159497;European Championships;LCM;1977;Men;200m individual medley;1;HARGITAY, Andras;HUN;2:06.82;126.82;0.44
159505;European Championships;LCM;1977;Men;400m individual medley;1;FESENKO SR., Sergei;URS;4:26.83;266.83;1.98
159563;European Championships;LCM;1981;Women;100m freestyle;1;METSCHUCK, Caren;GDR;55.74;55.74;0.32
159571;European Championships;LCM;1981;Women;200m freestyle;1;SCHMIDT, Carmela;GDR;2:00.27;120.27;0.30
159579;European Championships;LCM;1981;Women;400m freestyle;1;DIERS, Ines;GDR;4:08.58;248.58;0.13
159587;European Championships;LCM;1981;Women;800m freestyle;1;SCHMIDT, Carmela;GDR;8:32.79;512.79;0.10
159595;European Championships;LCM;1981;Women;100m butterfly;1;GEWENIGER, Ute;GDR;1:00.40;60.4;0.57
159603;European Championships;LCM;1981;Women;200m butterfly;1;GEISSLER, Ines;GDR;2:08.50;128.5;1.09
159611;European Championships;LCM;1981;Women;100m backstroke;1;KLEBER, Ina;GDR;1:02.81;62.81;0.31
159619;European Championships;LCM;1981;Women;200m backstroke;1;POLIT, Cornelia;GDR;2:12.55;132.55;2.67
159627;European Championships;LCM;1981;Women;100m breaststroke;1;GEWENIGER, Ute;GDR;1:08.60;68.6;2.45
159635;European Championships;LCM;1981;Women;200m breaststroke;1;GEWENIGER, Ute;GDR;2:32.41;152.41;0.66
159642;European Championships;LCM;1981;Women;200m individual medley;1;GEWENIGER, Ute;GDR;2:12.64;132.64;0.85
159650;European Championships;LCM;1981;Women;400m individual medley;1;SCHNEIDER, Petra;GDR;4:39.30;279.3;6.13
159692;European Championships;LCM;1981;Men;100m freestyle;1;JOHANSSON, Per;SWE;50.55;50.55;0.26
159700;European Championships;LCM;1981;Men;200m freestyle;1;KOPLIAKOV, Sergei;URS;1:51.23;111.23;0.39
159708;European Championships;LCM;1981;Men;400m freestyle;1;PETRIC, Borut;YUG;3:51.63;231.63;0.14
159716;European Championships;LCM;1981;Men;1500m freestyle;1;SALNIKOV, Vladimir;URS;15:09.17;909.17;8.14
159724;European Championships;LCM;1981;Men;100m butterfly;1;MARKOVSKY, Aleksey;URS;54.39;54.39;0.21
159731;European Championships;LCM;1981;Men;200m butterfly;1;GROSS, Michael;FRG;1:59.19;119.19;1.02
159739;European Championships;LCM;1981;Men;100m backstroke;1;WLADAR, Sandor;HUN;56.72;56.72;0.03
159747;European Championships;LCM;1981;Men;200m backstroke;1;WLADAR, Sandor;HUN;2:00.80;120.8;0.52
159755;European Championships;LCM;1981;Men;100m breaststroke;1;KIS, Yuri;URS;1:03.44;63.44;0.19
159763;European Championships;LCM;1981;Men;200m breaststroke;1;ZULPA, Robertas;URS;2:16.15;136.15;1.93
159771;European Championships;LCM;1981;Men;200m individual medley;1;SIDORENKO, Aleksandr;URS;2:03.41;123.41;1.56
159779;European Championships;LCM;1981;Men;400m individual medley;1;FESENKO SR., Sergei;URS;4:22.77;262.77;0.85
159838;European Championships;LCM;1983;Women;100m freestyle;1;MEINEKE-HEUKRODT, Birgit;GDR;55.18;55.18;0.34
159846;European Championships;LCM;1983;Women;200m freestyle;1;MEINEKE-HEUKRODT, Birgit;GDR;1:59.45;119.45;0.71
159854;European Championships;LCM;1983;Women;400m freestyle;1;STRAUSS, Astrid;GDR;4:08.07;248.07;2.30
159862;European Championships;LCM;1983;Women;800m freestyle;1;STRAUSS, Astrid;GDR;8:32.12;512.12;5.60
159870;European Championships;LCM;1983;Women;100m butterfly;1;GEISSLER, Ines;GDR;1:00.31;60.31;0.61
159878;European Championships;LCM;1983;Women;200m butterfly;1;POLIT, Cornelia;GDR;2:07.82;127.82;0.27
159886;European Championships;LCM;1983;Women;100m backstroke;1;KLEBER, Ina;GDR;1:01.79;61.79;0.67
159894;European Championships;LCM;1983;Women;200m backstroke;1;SIRCH, Cornelia;GDR;2:12.05;132.05;1.31
159902;European Championships;LCM;1983;Women;100m breaststroke;1;GEWENIGER, Ute;GDR;1:08.51;68.51;1.11
159910;European Championships;LCM;1983;Women;200m breaststroke;1;GEWENIGER, Ute;GDR;2:30.64;150.64;0.03
159918;European Championships;LCM;1983;Women;200m individual medley;1;GEWENIGER, Ute;GDR;2:13.07;133.07;2.48
159926;European Championships;LCM;1983;Women;400m individual medley;1;NORD, Kathleen;GDR;4:39.95;279.95;0.39
159984;European Championships;LCM;1983;Men;100m freestyle;1;JOHANSSON, Per;SWE;50.20;50.2;0.09
159992;European Championships;LCM;1983;Men;200m freestyle;1;GROSS, Michael;FRG;1:47.87;107.87;2.31
160000;European Championships;LCM;1983;Men;400m freestyle;1;SALNIKOV, Vladimir;URS;3:49.80;229.8;2.16
160008;European Championships;LCM;1983;Men;1500m freestyle;1;SALNIKOV, Vladimir;URS;15:08.84;908.84;5.70
160016;European Championships;LCM;1983;Men;100m butterfly;1;GROSS, Michael;FRG;54.00;54;0.77
160024;European Championships;LCM;1983;Men;200m butterfly;1;GROSS, Michael;FRG;1:57.05;117.05;2.69
160032;European Championships;LCM;1983;Men;100m backstroke;1;RICHTER, Dirk;GDR;56.10;56.1;0.28
160040;European Championships;LCM;1983;Men;200m backstroke;1;ZABOLOTNOV, Sergey;URS;2:01.00;121;0.61
160048;European Championships;LCM;1983;Men;100m breaststroke;1;ZULPA, Robertas;URS;1:03.32;63.32;0.05
160056;European Championships;LCM;1983;Men;200m breaststroke;1;MOORHOUSE, Adrian;GBR;2:17.49;137.49;0.78
160064;European Championships;LCM;1983;Men;200m individual medley;1;FRANCESCHI, Giovanni;ITA;2:02.48;122.48;0.47
160072;European Championships;LCM;1983;Men;400m individual medley;1;FRANCESCHI, Giovanni;ITA;4:20.41;260.41;0.40
160130;European Championships;LCM;1985;Women;100m freestyle;1;FRIEDRICH, Heike;GDR;55.71;55.71;0.06
160138;European Championships;LCM;1985;Women;200m freestyle;1;FRIEDRICH, Heike;GDR;1:59.55;119.55;0.33
160146;European Championships;LCM;1985;Women;400m freestyle;1;STRAUSS, Astrid;GDR;4:09.22;249.22;1.33
160154;European Championships;LCM;1985;Women;800m freestyle;1;STRAUSS, Astrid;GDR;8:32.45;512.45;0.12
160161;European Championships;LCM;1985;Women;100m butterfly;1;GRESSLER, Kornelia;GDR;59.46;59.46;0.99
160169;European Championships;LCM;1985;Women;200m butterfly;1;ALEX, Jacqueline;GDR;2:11.78;131.78;0.09
160177;European Championships;LCM;1985;Women;100m backstroke;1;WEIGANG, Birte;GDR;1:02.16;62.16;0.44
160185;European Championships;LCM;1985;Women;200m backstroke;1;SIRCH, Cornelia;GDR;2:10.89;130.89;1.54
160193;European Championships;LCM;1985;Women;100m breaststroke;1;GERASCH, Sylvia;GDR;1:08.62;68.62;0.33
160201;European Championships;LCM;1985;Women;200m breaststroke;1;BOGOMILOVA-DANGALAKOVA, Tanya;BUL;2:28.57;148.57;0.45
160209;European Championships;LCM;1985;Women;200m individual medley;1;NORD, Kathleen;GDR;2:16.07;136.07;1.28
160217;European Championships;LCM;1985;Women;400m individual medley;1;NORD, Kathleen;GDR;4:47.08;287.08;1.65
160275;European Championships;LCM;1985;Men;100m freestyle;1;CARON, Stephan;FRA;50.20;50.2;0.18
160282;European Championships;LCM;1985;Men;200m freestyle;1;GROSS, Michael;FRG;1:47.95;107.95;2.04
160290;European Championships;LCM;1985;Men;400m freestyle;1;DASSLER, Uwe;GDR;3:51.52;231.52;0.02
160298;European Championships;LCM;1985;Men;1500m freestyle;1;DASSLER, Uwe;GDR;15:08.56;908.56;1.78
160305;European Championships;LCM;1985;Men;100m butterfly;1;GROSS, Michael;FRG;54.02;54.02;0.28
160313;European Championships;LCM;1985;Men;200m butterfly;1;GROSS, Michael;FRG;1:56.65;116.65;2.15
160321;European Championships;LCM;1985;Men;100m backstroke;1;POLIANSKI, Igor;URS;55.24;55.24;0.78
160329;European Championships;LCM;1985;Men;200m backstroke;1;POLIANSKI, Igor;URS;1:58.50;118.5;3.30
160337;European Championships;LCM;1985;Men;100m breaststroke;1;MOORHOUSE, Adrian;GBR;1:02.99;62.99;0.39
160345;European Championships;LCM;1985;Men;200m breaststroke;1;VOLKOV, Dmitry;URS;2:19.53;139.53;0.10
